30,3,388,325
30,4,453,22
30,5,844,65
31,1,620,331
31,2,189,184
31,3,388,325
31,4,452,22
31,5,847,67
32,1,618,333
32,2,192,185
32,3,389,325
32,4,450,22
32,5,848,70
33,1,617,336
33,2,194,186
33,3,389,324
33,4,450,23
33,5,849,71
34,1,615,338
34,2,196,188
34,3,390,325
34,4,447,23
34,5,849,68
35,1,613,341
35,2,197,190
35,3,391,325
35,4,446,23
35,5,849,67
36,1,611,342
36,2,199,191
36,3,390,325
36,4,445,23
36,5,852,64
37,1,610,343
37,2,199,193
37,3,392,325
37,4,444,23
37,5,855,66
38,1,608,341
38,2,200,193
38,3,392,325
38,4,443,24
38,5,858,64
39,1,606,345
39,2,202,194
39,3,393,326
39,4,442,23
39,5,862,66
40,1,603,345
40,2,202,198
40,3,393,326
40,4,441,23
40,5,865,63
41,1,601,348
41,2,202,200
41,3,394,326
41,4,440,23
41,5,868,63
42,1,598,348
42,2,205,202
42,3,394,329
42,4,439,23
42,5,870,64
43,1,597,348
43,2,205,203
43,3,393,329
43,4,438,23
43,5,871,65
44,1,596,350
44,2,210,204
44,3,394,330
44,4,436,25
44,5,870,65
45,1,592,351
45,2,215,204
45,3,400,334
45,4,434,26
45,5,871,64
46,1,588,353
46,2,214,204
46,3,401,334
46,4,431,26
46,5,875,64
47,1,586,354
47,2,213,206
47,3,403,338
47,4,430,27
47,5,877,64
48,1,583,354
48,2,214,206
48,3,405,340
48,4,414,26
48,5,877,65
49,1,582,354
49,2,216,207
49,3,406,341
49,4,416,26
49,5,878,69
50,1,580,354
50,2,216,207
50,3,406,343
50,4,416,27
50,5,877,69
51,1,579,352
51,2,216,206
51,3,407,344
51,4,415,27
51,5,878,69
52,1,579,351
52,2,216,205
52,3,410,347
52,4,415,26
52,5,880,70
53,1,578,350
53,2,217,205
53,3,412,348
53,4,413,27
53,5,881,70
54,1,578,351
54,2,218,203
54,3,415,348
54,4,412,27
54,5,881,65
55,1,577,350
55,2,221,201
55,3,418,349
55,4,412,27
55,5,881,66
56,1,576,352
56,2,225,201
56,3,420,349
56,4,410,27
56,5,882,66
57,1,564,353
57,2,228,202
57,3,422,350
57,4,408,27
57,5,884,63
58,1,551,353
58,2,236,201
58,3,424,350
58,4,405,26
58,5,886,63
59,1,561,354
59,2,238,201
59,3,427,348
59,4,402,26
59,5,887,63
60,1,564,356
60,2,240,200
60,3,444,348
60,4,399,26
60,5,892,65
61,1,562,357
61,2,242,202
61,3,437,348
61,4,397,27
61,5,900,67
61,6,499,352
62,1,563,358
62,2,240,202
62,3,446,347
62,4,393,26
62,5,903,68
62,6,500,353
63,1,564,360
63,2,242,202
63,3,445,347
63,4,390,26
63,5,903,67
63,6,500,353
64,1,562,362
64,2,241,206
64,3,449,349
64,4,386,26
64,5,905,67
64,6,500,353
65,1,560,364
65,2,242,208
65,3,450,349
65,4,383,26
65,5,907,67
65,6,501,354
66,1,558,366
66,2,243,208
66,3,450,349
66,4,382,27
66,5,912,66
66,6,501,354
67,1,556,368
67,2,242,211
67,3,448,349
67,4,385,27
67,5,916,65
67,6,501,354
68,1,554,369
68,2,243,213
68,3,447,349
68,4,386,27
68,5,915,65
68,6,501,355
69,1,552,371
69,2,247,212
69,3,446,349
69,4,385,27
69,5,914,64
69,6,502,355
70,1,551,373
70,2,247,217
70,3,444,349
70,4,382,27
70,5,918,66
70,6,502,356
71,1,550,374
71,2,250,222
71,3,443,350
71,4,380,27
71,5,921,68
71,6,502,356
72,1,547,375
72,2,251,223
72,3,441,351
72,4,380,27
72,5,923,68
72,6,503,356
73,1,545,376
73,2,257,224
73,3,439,352
73,4,378,28
73,5,920,69
73,6,503,357
74,1,544,377
74,2,259,225
74,3,437,353
74,4,379,27
74,5,921,70
74,6,503,357
75,1,542,377
75,2,260,225
75,3,436,355
75,4,376,27
75,5,923,70
75,6,504,357
76,1,540,377
76,2,261,225
76,3,434,359
76,4,375,27
76,5,926,71
76,6,504,358
77,1,538,377
77,2,262,225
77,3,433,361
77,4,374,27
77,5,928,71
77,6,504,358
78,1,536,376
78,2,264,225
78,3,430,362
78,4,372,27
78,5,934,71
78,6,505,358
79,1,531,377
79,2,265,224
79,3,428,361
79,4,371,27
79,5,936,71
79,6,505,359
80,1,527,377
80,2,269,224
80,3,425,362
80,4,368,27
80,5,941,72
80,6,505,359
81,1,524,377
81,2,270,224
81,3,424,364
81,4,367,28
81,5,945,75
81,6,506,360
82,1,519,377
82,2,275,224
82,3,420,366
82,4,364,28
82,5,948,77
82,6,506,360
83,1,511,376
83,2,279,220
83,3,414,369
83,4,364,28
83,5,951,78
83,6,506,360
84,1,505,375
84,2,288,221
84,3,413,369
84,4,360,29
84,5,952,80
84,6,506,361
85,1,500,375
85,2,296,222
85,3,406,370
85,4,356,30
85,5,953,81
85,6,507,361
86,1,496,375
86,2,298,223
86,3,402,371
86,4,351,30
86,5,953,82
86,6,507,361
87,1,494,375
87,2,299,222
87,3,398,371
87,4,348,30
87,5,954,78
87,6,507,362
88,1,492,375
88,2,300,221
88,3,394,369
88,4,346,30
88,5,956,77
88,6,508,362
89,1,489,376
89,2,325,221
89,3,392,369
89,4,350,30
89,5,959,79
89,6,508,362
90,1,489,377
90,2,332,221
90,3,389,370
90,4,352,30
90,5,962,80
90,6,508,363
91,1,488,380
91,2,336,225
91,3,386,370
91,4,340,30
91,5,967,78
91,6,509,363
92,1,487,380
92,2,336,232
92,3,383,371
92,4,340,30
92,5,968,77
92,6,509,363
93,1,485,382
93,2,336,234
93,3,380,372
93,4,334,31
93,5,969,77
93,6,509,364
94,1,483,383
94,2,335,237
94,3,377,372
94,4,331,31
94,5,973,76
94,6,510,364
95,1,481,386
95,2,334,230
95,3,374,373
95,4,330,31
95,5,976,75
95,6,510,365
96,1,478,388
96,2,332,218
96,3,371,374
96,4,328,32
96,5,978,72
96,6,510,365
97,1,476,390
97,2,331,215
97,3,369,374
97,4,326,32
97,5,980,71
97,6,510,365
98,1,474,391
98,2,329,217
98,3,366,375
98,4,324,31
98,5,984,71
98,6,511,366
98,10,334,256
99,1,472,392
99,2,329,221
99,3,363,375
99,4,323,31
99,5,988,72
99,6,511,366
99,10,308,226
99,11,344,32
100,1,470,394
100,2,329,222
100,3,334,261
100,4,320,31
100,5,992,75
100,6,511,366
100,10,298,213
100,11,344,32
101,1,467,395
101,2,329,223
101,3,332,256
101,4,318,30
101,5,993,79
101,6,512,367
101,10,287,201
101,11,343,32
101,12,982,63
102,1,464,396
102,2,330,227
102,3,332,256
102,4,317,30
102,5,995,79
102,6,512,367
102,10,277,189
102,11,343,32
102,12,985,64
103,1,461,398
103,2,332,228
103,3,332,256
103,4,317,30
103,5,991,80
103,6,512,367
103,10,266,176
103,11,343,32
103,12,987,70
104,1,459,399
104,2,333,228
104,3,332,257
104,4,316,30
104,5,989,81
104,6,513,368
104,10,256,164
104,11,342,32
104,12,989,71
105,1,458,399
105,2,333,233
105,3,332,258
105,4,316,29
105,5,989,83
105,6,513,368
105,10,245,152
105,11,342,32
105,12,990,71
106,1,457,400
106,2,334,231
106,3,332,259
106,4,319,30
106,5,988,82
106,6,513,369
106,10,235,139
106,11,341,32
106,12,992,70
107,1,456,401
107,2,334,230
107,3,333,257
107,4,317,31
107,5,988,84
107,6,514,369
107,10,225,127
107,11,341,32
107,12,994,74
108,1,453,401
108,2,336,231
108,3,330,253
108,4,324,32
108,5,990,86
108,6,514,369
108,10,214,115
108,11,341,32
108,12,995,74
109,1,452,400
109,2,335,232
109,3,328,249
109,4,321,33
109,5,995,88
109,6,514,370
109,10,204,102
109,11,340,32
109,12,998,74
110,1,451,399
110,2,335,229
110,3,325,245
110,4,319,34
110,5,996,90
110,6,514,370
110,10,193,90
110,11,340,32
110,12,999,75
111,1,450,400
111,2,335,231
111,3,331,256
111,4,318,34
111,5,999,92
111,6,515,370
111,10,183,78
111,11,339,32
111,12,1001,76
112,1,446,400
112,2,335,229
112,3,335,258
112,4,320,34
112,5,1002,93
112,6,515,371
112,10,172,65
112,11,339,32
112,12,1003,77
113,1,444,399
113,2,337,229
113,3,338,258
113,4,322,33
113,5,1004,95
113,6,515,371
113,10,162,53
113,11,303,33
113,12,1005,78
114,1,441,399
114,2,337,229
114,3,337,256
114,4,322,34
114,5,1007,95
114,6,516,371
114,10,151,41
114,11,302,33
114,12,1006,79
115,1,437,399
115,2,337,229
115,3,330,259
115,4,322,34
115,5,1008,95
115,6,516,372
115,10,141,29
115,11,303,34
115,12,1008,81
116,1,438,400
116,2,338,229
116,3,328,257
116,4,320,34
116,5,1010,95
116,6,516,372
116,10,131,16
116,11,298,34
116,12,1010,82
117,1,436,400
117,2,339,229
117,3,327,256
117,4,320,34
117,5,1014,95
117,6,517,373
117,10,120,4
117,11,301,34
117,12,1012,83
118,1,434,401
118,2,343,218
118,3,325,254
118,4,320,35
118,5,1016,96
118,6,517,373
118,10,110,-7
118,11,298,34
118,12,1014,84
119,1,430,401
119,2,343,218
119,3,324,252
119,4,316,34
119,5,1018,95
119,6,517,373
119,10,99,-20
119,11,296,34
119,12,1015,85
120,1,427,403
120,2,344,217
120,3,322,251
120,4,314,34
120,5,1019,95
120,6,518,374
120,10,89,-32
120,11,295,34
120,12,1017,86
121,1,425,405
121,2,345,216
121,3,321,249
121,4,311,34
121,5,1020,94
121,6,518,374
121,10,78,-44
121,11,293,34
121,12,1019,87
122,1,423,407
122,2,346,215
122,3,319,248
122,4,310,34
122,5,1021,93
122,10,68,-57
122,11,290,34
122,12,1021,88
123,1,421,408
123,2,347,214
123,3,317,246
123,4,309,34
123,5,1022,95
123,10,57,-69
123,11,285,34
123,12,1022,89
124,1,419,410
124,2,348,213
124,3,316,244
124,4,308,34
124,5,1024,94
124,10,47,-81
124,11,281,34
124,12,1024,90
125,1,417,412
125,2,349,213
125,3,314,243
125,4,307,34
125,5,1025,95
125,10,36,-94
125,11,289,34
125,12,1026,92
126,1,413,413
126,2,350,212
126,3,313,241
126,4,306,34
126,5,1026,93
126,10,26,-106
126,11,290,34
126,12,1028,93
127,1,411,415
127,2,351,211
127,3,311,240
127,4,305,34
127,5,1027,93
127,10,16,-118
127,11,290,34
127,12,1030,94
128,1,410,415
128,2,352,210
128,3,310,238
128,4,304,34
128,5,1026,91
128,10,5,-131
128,11,288,34
128,12,1031,95
129,1,409,416
129,2,353,209
129,3,308,236
129,4,303,34
129,5,1025,91
129,10,-4,-143
129,11,287,34
129,12,1033,96
130,1,408,417
130,2,354,208
130,3,307,235
130,4,302,35
130,5,1025,91
130,10,-15,-155
130,11,283,34
130,12,1035,97
131,1,406,420
131,2,354,208
131,3,305,233
131,4,301,35
131,5,1024,90
131,10,-25,-167
131,11,281,35
131,12,1037,98
131,15,394,278
132,1,402,423
132,2,355,207
132,3,303,231
132,4,299,35
132,5,1024,90
132,10,-36,-180
132,11,276,35
132,12,1038,99
132,15,393,278
133,1,397,425
133,2,371,239
133,3,302,230
133,4,298,35
133,5,1024,93
133,10,-46,-192
133,11,274,35
133,12,1040,100
133,15,393,278
134,1,395,426
134,2,373,240
134,3,300,228
134,4,297,35
134,5,1025,97
134,10,-57,-204
134,11,273,35
134,12,1042,101
134,15,393,278
135,1,395,427
135,2,375,241
135,3,299,227
135,4,296,35
135,5,1026,98
135,10,-67,-217
135,11,272,35
135,12,1044,103
135,15,393,279
136,1,393,427
136,2,379,242
136,3,297,225
136,4,295,35
136,5,1025,88
136,10,-78,-229
136,11,272,36
136,12,1045,104
136,15,393,281
137,1,391,427
137,2,382,243
137,3,296,223
137,4,294,35
137,5,1026,87
137,10,-88,-241
137,11,272,36
137,12,1047,105
137,15,392,281
138,1,389,426
138,2,384,244
138,3,294,222
138,4,293,35
138,5,1028,87
138,10,-98,-254
138,11,272,36
138,12,1049,106
138,15,391,281
139,1,386,426
139,2,392,250
139,3,293,220
139,4,292,35
139,5,1028,88
139,10,-109,-266
139,11,270,36
139,12,1051,107
139,15,393,282
140,1,384,426
140,2,395,251
140,3,291,219
140,4,291,35
140,5,1029,88
140,10,-119,-278
140,11,265,36
140,12,1053,108
140,15,393,282
141,1,381,426
141,2,399,250
141,3,290,217
141,4,290,35
141,5,1032,91
141,10,-130,-291
141,11,264,37
141,12,1054,109
141,15,393,282
142,1,379,426
142,2,404,250
142,3,288,215
142,4,289,36
142,5,1035,104
142,10,-140,-303
142,11,263,37
142,12,1056,110
142,15,400,281
143,1,376,427
143,2,408,248
143,3,286,214
143,4,288,36
143,5,1037,110
143,10,-151,-315
143,11,257,36
143,12,1058,111
143,15,402,281
144,1,374,427
144,2,411,247
144,3,285,212
144,4,287,36
144,5,1038,112
144,10,-161,-328
144,11,260,37
144,12,1060,113
144,15,403,281
145,1,369,425
145,2,417,246
145,3,283,210
145,4,286,36
145,5,1041,113
145,10,-172,-340
145,11,261,37
145,12,1061,114
145,15,412,276
146,1,365,424
146,2,418,244
146,3,282,209
146,4,285,36
146,5,1044,112
146,10,-182,-352
146,11,250,38
146,12,1063,115
146,15,413,274
146,17,629,8
147,1,367,425
147,2,425,243
147,3,280,207
147,4,284,36
147,5,1047,109
147,10,-193,-364
147,11,245,37
147,12,1065,116
147,15,422,273
147,17,629,8
148,1,361,425
148,2,428,243
148,3,279,206
148,4,283,36
148,5,1048,106
148,10,-203,-377
148,11,239,37
148,12,1067,117
148,15,427,264
148,17,628,8
149,1,357,426
149,2,432,244
149,3,277,204
149,4,282,36
149,5,1048,103
149,10,-213,-389
149,11,234,37
149,12,1069,118
149,15,435,269
149,17,627,7
150,1,353,427
150,2,435,244
150,3,276,202
150,4,281,36
150,5,1050,104
150,10,-224,-401
150,11,230,37
150,12,1070,119
150,15,438,269
150,17,627,7
150,18,320,9
151,1,348,430
151,2,439,244
151,3,274,201
151,4,280,36
151,5,1051,104
151,10,-234,-414
151,11,228,38
151,12,1072,120
151,15,441,270
151,17,626,7
151,18,320,9
152,1,342,432
152,2,442,244
152,3,272,199
152,4,246,38
152,5,1053,105
152,10,-245,-426
152,11,240,38
152,12,1074,121
152,15,441,272
152,17,625,7
152,18,319,9
153,1,338,434
153,2,446,244
153,3,271,198
153,4,252,37
153,5,1054,106
153,10,-255,-438
153,11,231,38
153,12,1076,122
153,15,441,273
153,17,625,7
153,18,319,9
154,1,334,435
154,2,450,244
154,3,269,196
154,4,250,38
154,5,1056,106
154,10,-266,-451
154,11,226,38
154,12,1077,124
154,15,440,276
154,17,624,7
154,18,318,9
155,1,331,437
155,2,453,244
155,3,268,194
155,4,249,38
155,5,1057,107
155,10,-276,-463
155,11,224,38
155,12,1079,125
155,15,441,278
155,17,623,7
155,18,317,10
156,1,328,439
156,2,457,245
156,3,266,193
156,4,247,38
156,5,1059,107
156,10,-287,-475
156,11,222,38
156,12,1081,126
156,15,442,279
156,17,623,7
156,18,317,10
157,1,326,441
157,2,460,245
157,3,265,191
157,4,246,38
157,5,1060,108
157,10,-297,-488
157,11,221,37
157,12,1083,127
157,15,444,281
157,17,622,7
157,18,316,10
158,1,324,442
158,2,464,245
158,3,263,189
158,4,244,38
158,5,1062,109
158,10,-308,-500
158,11,221,37
158,12,1085,128
158,15,446,283
158,17,622,7
158,18,315,10
159,1,321,444
159,2,467,245
159,3,262,188
159,4,243,38
159,5,1063,109
159,10,-318,-512
159,11,221,37
159,12,1086,129
159,15,448,285
159,17,621,7
159,18,315,10
160,1,318,446
160,2,471,245
160,3,260,186
160,4,241,38
160,5,1065,110
160,11,218,37
160,12,1088,130
160,15,450,286
160,17,620,7
160,18,314,11
161,1,317,447
161,2,474,245
161,3,259,185
161,4,240,38
161,5,1066,110
161,11,217,37
161,12,1090,131
161,15,451,287
161,17,620,7
161,18,314,11
162,1,314,449
162,2,478,245
162,3,257,183
162,4,238,38
162,5,1068,111
162,11,218,39
162,12,1092,132
162,15,456,289
162,17,617,10
162,18,313,11
163,1,312,450
163,2,481,246
163,3,255,181
163,4,237,38
163,5,1070,111
163,11,212,41
163,12,1093,133
163,15,461,291
163,17,614,10
163,18,312,11
164,1,309,452
164,2,485,246
164,3,254,180
164,4,232,42
164,5,1071,112
164,11,209,43
164,12,1095,135
164,15,465,291
164,17,613,10
164,18,312,12
165,1,307,452
165,2,488,246
165,3,252,178
165,4,230,43
165,5,1073,113
165,11,206,43
165,12,1097,136
165,15,467,291
165,17,612,10
165,18,311,12
166,1,306,452
166,2,492,246
166,3,251,177
166,4,229,43
166,5,1074,113
166,11,209,43
166,12,1099,137
166,15,469,291
166,17,610,10
166,18,310,12
167,1,303,453
167,2,496,246
167,3,249,175
167,4,227,44
167,5,1076,114
167,11,210,43
167,12,1101,138
167,15,471,291
167,17,608,11
167,18,310,12
168,1,302,453
168,2,499,246
168,3,248,173
168,4,225,44
168,5,1077,114
168,11,206,43
168,12,1102,139
168,15,472,290
168,17,607,11
168,18,309,12
169,1,300,453
169,2,503,246
169,3,246,172
169,4,224,44
169,5,1079,115
169,11,202,42
169,12,1104,140
169,15,474,291
169,17,606,11
169,18,309,13
170,1,298,453
170,2,506,247
170,3,245,170
170,4,222,45
170,5,1080,115
170,11,200,43
170,15,475,291
170,17,605,11
170,18,308,13
171,1,295,452
171,2,510,247
171,3,243,169
171,4,220,45
171,5,1082,116
171,11,198,42
171,15,475,290
171,17,604,11
171,18,307,13
172,1,293,451
172,2,513,247
172,3,241,167
172,4,218,45
172,5,1083,117
172,11,196,42
172,15,476,291
172,17,603,11
172,18,307,13
173,1,292,451
173,2,517,247
173,3,240,165
173,4,217,46
173,5,1085,117
173,11,194,42
173,15,477,290
173,17,602,11
173,18,306,13
173,22,599,11
173,23,127,424
174,1,288,451
174,2,520,247
174,3,238,164
174,4,215,46
174,5,1086,118
174,11,193,42
174,15,477,290
174,17,601,12
174,18,306,14
174,22,597,11
174,23,124,425
175,1,286,451
175,2,524,247
175,3,237,162
175,4,213,46
175,5,1088,118
175,11,192,42
175,15,477,290
175,17,600,12
175,18,305,14
175,22,595,13
175,23,123,425
176,1,282,452
176,2,527,247
176,4,212,47
176,5,1089,119
176,11,192,42
176,15,477,289
176,17,599,12
176,18,304,14
176,22,592,12
176,23,121,426
177,1,280,452
177,2,531,248
177,4,210,47
177,5,1091,120
177,11,189,42
177,15,482,289
177,17,598,12
177,18,304,14
177,22,591,11
177,23,120,426
178,1,277,453
178,2,535,248
178,4,208,48
178,5,1092,120
178,11,187,42
178,15,485,290
178,17,597,12
178,18,303,14
178,22,589,10
178,23,119,427
179,1,274,454
179,2,538,248
179,4,206,48
179,5,1094,121
179,11,185,42
179,15,491,291
179,17,596,12
179,18,302,15
179,22,587,10
179,23,117,427
180,1,271,456
180,2,542,248
180,4,205,48
180,5,1095,121
180,11,184,42
180,15,495,292
180,17,595,12
180,18,302,15
180,22,585,10
180,23,116,428
181,1,269,457
181,2,545,248
181,4,203,49
181,5,1097,122
181,11,183,43
181,15,499,294
181,17,594,13
181,18,301,15
181,22,584,10
181,23,115,429
182,1,267,459
182,2,549,248
182,4,201,49
182,5,1098,122
182,11,183,43
182,15,502,295
182,17,593,13
182,18,301,15
182,22,582,10
182,23,101,423
183,1,264,461
183,2,552,248
183,4,200,49
183,5,1100,123
183,11,180,42
183,15,504,297
183,17,592,13
183,18,300,15
183,22,580,10
183,23,98,423
184,1,261,463
184,2,556,249
184,4,198,50
184,5,1102,124
184,11,180,42
184,15,507,299
184,17,591,13
184,18,299,16
184,22,579,10
184,23,95,423
185,1,258,464
185,2,559,249
185,4,196,50
185,5,1103,124
185,11,179,42
185,15,508,301
185,17,590,13
185,18,299,16
185,22,577,10
185,23,93,423
186,1,256,467
186,2,563,249
186,4,194,51
186,5,1105,125
186,11,177,41
186,15,509,302
186,17,589,13
186,18,298,16
186,22,575,9
186,23,89,424
187,1,254,469
187,2,566,249
187,4,193,51
187,5,1106,125
187,11,175,42
187,15,510,304
187,17,588,13
187,18,297,16
187,22,574,9
187,23,84,424
188,1,252,472
188,2,570,249
188,4,191,51
188,5,1108,126
188,11,174,42
188,15,512,306
188,17,587,14
188,18,297,16
188,22,578,12
188,23,81,424
189,1,250,473
189,2,574,249
189,4,182,42
189,5,1109,126
189,11,171,42
189,15,512,309
189,17,586,14
189,18,296,17
189,22,577,13
189,23,78,425
190,1,248,475
190,2,577,249
190,4,180,42
190,5,1111,127
190,11,170,43
190,15,512,311
190,17,584,14
190,18,296,17
190,22,577,13
190,23,75,425
191,1,246,476
191,2,581,250
191,4,187,41
191,5,1112,128
191,11,168,41
191,15,513,312
191,17,583,14
191,18,295,17
191,22,577,13
191,23,72,425
192,1,243,478
192,2,584,250
192,4,184,41
192,5,1114,128
192,11,161,42
192,15,513,313
192,17,582,14
192,18,294,17
192,22,576,13
192,23,69,425
193,1,239,479
193,2,588,250
193,4,182,41
193,5,1115,129
193,11,153,44
193,15,513,313
193,17,581,14
193,18,294,18
193,22,576,13
193,23,66,425
194,1,237,479
194,2,591,250
194,4,181,41
194,5,1117,129
194,11,155,44
194,15,513,313
194,17,580,14
194,18,293,18
194,22,575,14
194,23,63,425
195,1,234,480
195,2,595,250
195,4,180,41
195,5,1118,130
195,11,153,45
195,15,514,306
195,17,579,15
195,18,293,18
195,22,573,14
195,23,60,425
196,1,232,480
196,2,598,250
196,4,179,40
196,5,1120,131
196,11,154,45
196,15,516,311
196,17,578,15
196,18,292,18
196,22,573,14
196,23,57,425
197,1,229,480
197,2,602,250
197,4,177,40
197,5,1121,131
197,11,152,45
197,15,518,312
197,17,577,15
197,18,291,18
197,22,572,14
197,23,54,425
198,1,228,480
198,2,605,251
198,4,176,40
198,5,1123,132
198,11,172,45
198,15,520,313
198,17,576,15
198,18,291,19
198,22,571,14
198,23,51,425
199,1,225,480
199,2,609,251
199,4,175,40
199,5,1124,132
199,11,178,45
199,15,524,313
199,17,575,15
199,18,290,19
199,22,570,14
199,23,49,425
200,1,221,480
200,2,613,251
200,4,173,40
200,5,1126,133
200,11,179,46
200,15,530,313
200,17,574,15
200,18,289,19
200,22,569,15
200,23,46,425
200,24,182,29
201,1,217,481
201,2,616,251
201,4,150,44
201,5,1127,133
201,11,178,45
201,15,534,313
201,17,573,15
201,18,289,19
201,22,568,15
201,23,43,425
201,24,182,29
202,1,214,481
202,2,620,251
202,4,145,45
202,5,1129,134
202,11,179,45
202,15,539,312
202,17,572,16
202,18,288,19
202,22,567,15
202,23,40,425
202,24,182,30
203,1,210,480
203,2,623,251
203,4,139,45
203,5,1131,135
203,11,179,46
203,15,544,312
203,17,571,16
203,18,288,20
203,22,566,15
203,23,49,453
203,24,182,30
204,1,206,480
204,2,627,251
204,4,136,46
204,5,1132,135
204,11,180,46
204,15,549,311
204,17,570,16
204,18,287,20
204,22,566,15
204,23,47,454
204,24,182,30
205,1,203,480
205,2,630,252
205,4,131,45
205,5,1134,136
205,11,180,46
205,15,553,311
205,17,569,16
205,18,286,20
205,22,565,15
205,23,45,456
205,24,182,30
206,1,200,480
206,2,634,252
206,4,129,45
206,5,1135,136
206,11,181,46
206,15,559,311
206,17,568,16
206,18,286,20
206,22,564,16
206,23,43,457
206,24,182,30
206,25,547,14
207,1,195,481
207,2,637,252
207,4,128,46
207,5,1137,137
207,11,182,46
207,15,564,312
207,17,567,16
207,18,285,20
207,22,563,16
207,23,40,459
207,24,182,31
207,25,546,14
208,1,191,481
208,4,129,46
208,5,1138,137
208,11,182,46
208,15,567,311
208,17,566,16
208,18,284,21
208,22,562,16
208,23,38,461
208,24,182,31
208,25,542,14
209,1,186,482
209,4,126,46
209,5,1140,138
209,11,183,47
209,15,570,312
209,17,565,17
209,18,284,21
209,22,561,16
209,23,36,462
209,24,182,31
209,25,541,15
210,1,182,483
210,4,125,46
210,11,184,47
210,15,572,312
210,17,564,17
210,18,283,21
210,22,560,16
210,23,38,452
210,24,182,31
210,25,540,15
211,1,178,485
211,4,129,46
211,11,184,47
211,15,575,313
211,17,563,17
211,22,559,16
211,23,36,452
211,24,182,31
211,25,538,15
212,1,175,487
212,4,120,47
212,11,185,47
212,15,576,314
212,17,562,17
212,22,558,17
212,23,35,453
212,24,182,32
212,25,536,15
213,1,171,489
213,4,123,47
213,11,185,47
213,15,578,311
213,17,560,17
213,22,557,17
213,23,33,453
213,24,182,32
213,25,536,15
214,1,167,491
214,4,116,47
214,11,186,47
214,15,579,317
214,17,559,17
214,22,556,17
214,23,31,454
214,24,182,32
214,25,535,15
215,1,163,492
215,4,107,47
215,11,187,48
215,15,581,320
215,17,558,18
215,22,555,17
215,23,29,454
215,24,182,32
215,25,535,15
216,1,159,495
216,4,107,47
216,11,187,48
216,15,582,322
216,17,557,18
216,22,554,17
216,23,27,455
216,24,182,32
216,25,534,15
216,26,26,455
217,1,156,495
217,4,102,47
217,11,188,48
217,15,585,325
217,17,556,18
217,22,553,17
217,23,25,455
217,24,182,33
217,25,534,15
217,26,24,457
218,1,153,496
218,4,101,47
218,11,188,48
218,15,587,325
218,17,555,18
218,22,553,17
218,23,24,456
218,24,182,33
218,25,536,15
218,26,22,459
219,1,150,497
219,4,98,48
219,11,189,48
219,15,589,326
219,17,554,18
219,22,552,18
219,23,22,456
219,24,182,33
219,25,534,15
219,26,19,460
220,1,148,500
220,4,94,49
220,11,190,48
220,15,592,328
220,17,553,18
220,22,551,18
220,23,20,457
220,24,182,33
220,25,533,15
220,26,17,462
221,1,146,503
221,4,93,49
221,11,190,49
221,15,593,329
221,17,552,18
221,22,550,18
221,23,18,457
221,24,182,33
221,25,532,16
221,26,15,463
221,28,172,33
222,1,143,505
222,4,99,49
